logFC	logCPM	LR	PValue	FDR
AC093585.6	-0.588658325647889	2.93343664170145	16.5703881079135	4.68772800273818e-05	8.08591745389098e-05
RP11-131L12.4	-0.421434694448284	4.66451536347483	16.5701446998153	4.68832972033516e-05	8.08591745389098e-05
AC142293.3	1.3061520390189	3.36820444097181	16.5699293380885	4.68886217057904e-05	8.08591745389098e-05
RP11-680F8.3	-0.319408277852429	5.4615317665622	16.569481711276	4.68996905665988e-05	8.08591745389098e-05
CTD-2011F17.2	-0.495421813708129	3.60453631613203	16.5655903246159	4.69960270594635e-05	8.10016169836928e-05
RP11-285J16.1	0.391478993928836	4.6040366939138	16.548979470306	4.74094933937102e-05	8.16904168339244e-05
NUTM2B-AS1	0.248811345631075	10.0486837513774	16.5382690605563	4.76780272481874e-05	8.21291572055269e-05
GABPB1-AS1	-0.337545423355771	10.6911650533833	16.5219161295665	4.80909847846669e-05	8.28163502926387e-05
RP11-69I8.3	-0.554395720853628	3.47546181078723	16.5177410873421	4.81969914212423e-05	8.29545973431332e-05
CTD-2371O3.2	0.471941573173068	3.37129166613614	16.5176478891246	4.81993604545792e-05	8.29545973431332e-05
RP11-616M22.5	0.985876733708053	3.37066172172217	16.5123579269316	4.83340196869038e-05	8.31507667622481e-05
RP11-1055B8.4	0.637344966967086	7.60475977881531	16.5120643397217	4.83415041989497e-05	8.31507667622481e-05
RARA-AS1	0.385110484048293	8.06833424080944	16.4715418374888	4.93858182531132e-05	8.49223228842846e-05
RP13-46H24.1	0.747791313779318	4.09842914983746	16.4636328424326	4.95922733203198e-05	8.52525106132426e-05
AP000230.1	0.683622914709961	5.95153731429291	16.4498003415977	4.99554429751054e-05	8.58518308405115e-05
RP11-231E4.5	0.475151962994454	3.38703375139295	16.4340548120333	5.03720945553197e-05	8.65426879107253e-05
RP4-598P13.1	0.662082609118132	4.25970688722058	16.4327227534284	5.04075028335067e-05	8.65783316555721e-05
RP11-539L10.3	0.395177671102212	7.22193072852083	16.4179529685298	5.08017888730495e-05	8.72301725197317e-05
PPP4R1-AS1	0.515584240410013	3.63912630399509	16.3901528762474	5.15523565393524e-05	8.8493216675836e-05
RP1-137D17.1	0.671153007131588	5.17821946734767	16.3597738615608	5.23853089636131e-05	8.98969048038754e-05
RP11-666A8.12	-0.411951194943388	3.72903968684016	16.3490682091331	5.26820576468943e-05	9.03798810008457e-05
RP11-708J19.1	0.286341344943802	6.41634439282614	16.3343291050226	5.30933767609497e-05	9.10590734166158e-05
RP13-539J13.1	1.34837544525972	4.09613739183122	16.2793651951097	5.46559173754809e-05	9.37117282526756e-05
RP11-706C16.7	1.17526581910745	3.9731667753015	16.2611831993127	5.51829175120026e-05	9.45723807455361e-05
RP11-390E23.6	-0.241098636269698	9.06551407665803	16.2609430955506	5.51899109312646e-05	9.45723807455361e-05
RP11-15A1.8	0.377792595552498	6.0197492753179	16.258939711136	5.52482975701826e-05	9.46449658114095e-05
RP1-90G24.11	0.835985362136244	3.2858433069631	16.2550300281073	5.5362420334298e-05	9.48129617384076e-05
BAALC-AS1	0.501304521509232	7.90339375870106	16.2446182067763	5.56674966716117e-05	9.53077900393932e-05
CACTIN-AS1	0.396280496968708	4.70686152889465	16.2219796225127	5.63366759693579e-05	9.6425527999727e-05
RP11-173P15.10	-0.447083624578912	3.26241014472255	16.2172559556391	5.64773208350074e-05	9.66382438512659e-05
RP11-525G13.2	0.429389503569672	5.37464530395298	16.2125545278277	5.66176541577377e-05	9.68503035346005e-05
RP11-245J9.5	-0.293969803400556	5.1541239908346	16.1520396159208	5.84555886531802e-05	9.9965320300327e-05
KIF25-AS1	1.49970067127976	5.43895811954583	16.1399176249224	5.88309053464462e-05	0.000100578024340117
RP11-50B3.4	-0.429869570446636	3.56120654884791	16.1342238302584	5.90080301153584e-05	0.000100851640472125
RP11-108M9.3	0.9001800472731	5.00112197835979	16.0999913314381	6.00843111621072e-05	0.000102661417075302
RP11-2B6.3	0.403064480648269	4.61568434083439	16.0764782536678	6.08349869220148e-05	0.000103913971007954
RP11-739N20.2	0.550346089048889	5.20233443204655	16.0598360571475	6.1371997828997e-05	0.000104786469249972
SLC26A4-AS1	-0.857955577308642	5.97460148094743	16.0593881120292	6.13865178382997e-05	0.000104786469249972
LINC00957	0.4337049462049	9.01742016285257	16.059002657317	6.13990150050642e-05	0.000104786469249972
RP11-106M3.3	0.2555726060707	6.1419567057371	16.058246360848	6.14235429952791e-05	0.000104798041429391
AP000255.6	-0.367123252175074	4.60208335867631	16.0386474409356	6.2062617817177e-05	0.000105857815774243
FSIP2-AS1	-0.464571160999754	3.94697544121176	16.0124992704023	6.29256739891838e-05	0.000107298904102261
RP3-414A15.2	-0.473802137570783	3.24160085992718	15.9966970707731	6.34530886174976e-05	0.000108167000082657
RP11-157J24.2	-0.633152746950834	6.13680887255825	15.9789459749534	6.40508541591734e-05	0.000109154485948028
SLC25A5-AS1	0.261152557502112	7.36331063203056	15.9754684943869	6.4168619620152e-05	0.000109323629214367
RP11-66D17.5	0.42864963784197	4.16962877218465	15.9512461652471	6.49949769181884e-05	0.00011069954966885
AC005532.5	0.708519414865407	3.41422487194163	15.9503998639777	6.50240416490063e-05	0.000110717118205704
RP11-219B4.5	0.724343449377449	3.34678455207214	15.947018155246	6.51403110401432e-05	0.000110883118100907
AC007308.6	0.445550259137205	4.56161415346833	15.9456717206338	6.51866621309274e-05	0.00011093004031214
RP11-402J6.1	-1.09858868010306	4.24132193695804	15.9361626334412	6.55149588365852e-05	0.000111456592316346
RP11-332H14.2	0.251987812098989	7.69796280959019	15.9192310954434	6.61036344308064e-05	0.000112425680101933
RP11-325L12.6	-0.524629786120987	3.9047042599938	15.8969699657882	6.68857132294842e-05	0.000113723045384424
AC130469.2	-0.523391217471722	2.9238816347996	15.8600953300013	6.82017258875282e-05	0.000115927228372439
RP11-143J12.3	0.420379264132816	4.85748710509558	15.8469012623957	6.86789074968976e-05	0.000116704733458757
RP11-283G6.4	0.618755381709993	6.7463769467973	15.8371674515031	6.90330955687443e-05	0.000117272850786374
RP5-1159O4.1	0.357475762071505	7.74979432194406	15.833096632226	6.9181766443252e-05	0.000117491610827553
RP11-80A15.1	0.421994870456194	5.51247661806746	15.8249155288956	6.94815242262896e-05	0.000117966762667119
CTC-325J23.2	0.523137675211746	3.01082838885062	15.8193855117695	6.96848851998404e-05	0.000118278024462506
RP5-1085F17.3	0.343266183315543	9.30279129792173	15.8129832796747	6.99210689572289e-05	0.000118644802354148
RP11-91P24.5	0.589028301741205	3.68818028644568	15.8080879238853	7.0102205875825e-05	0.000118917990720123
RP11-455O6.9	0.590771402217443	4.52096690053895	15.8030502770121	7.02891006366347e-05	0.000119200786691364
RP4-797C5.2	0.864725962175621	3.23377857813568	15.7779312412395	7.12285145000646e-05	0.000120759224267264
CTD-2062F14.3	-0.592867461433554	3.16515684949307	15.7757172527035	7.13119175262584e-05	0.000120865922213707
AC072062.1	0.540172850516309	5.7105318523443	15.7709419344765	7.14921428484372e-05	0.000121136615070308
RP11-445O16.3	0.37241323748924	4.00503989759695	15.7692938913749	7.1554447946078e-05	0.000121207405370508
RP11-420A6.2	-0.485026045486522	3.66947848601065	15.7568460832633	7.20268112922851e-05	0.00012194365183571
RP11-126O1.5	0.474670043139338	4.10702319089556	15.7567520695468	7.2030390787969e-05	0.00012194365183571
CPB2-AS1	-0.512853470706164	4.52201832029752	15.7538266502318	7.21418632074849e-05	0.000122097363783376
CTB-31O20.8	0.634559736034329	3.19105685983347	15.7243536438052	7.32746525888704e-05	0.000123979032532172
RP4-751H13.5	0.289008087086616	6.13099841743459	15.7055599141581	7.40063116575064e-05	0.000125181114390597
RP11-118F19.1	0.836187438280331	3.25698996181713	15.6975161394485	7.43217057386414e-05	0.000125678600339827
RP11-370A5.2	-0.477766383946169	3.13856271589425	15.6829422957612	7.48965902916397e-05	0.00012661447628747
RP1-178F10.1	0.340096705554872	4.8467676855305	15.6734167060235	7.52747551496895e-05	0.000127217352363743
RP4-738P15.6	0.522162024577081	2.84889008877418	15.664922021796	7.56136131898222e-05	0.000127753472356481
RP11-400K9.3	-0.583183669383638	4.7598668779974	15.6483596465689	7.6278715483967e-05	0.000128840336079183
RP11-439L18.2	-0.505981997508205	3.21642468707845	15.6382081373581	7.66892799041129e-05	0.000129496768039401
RP11-161M6.2	-0.709383795776923	8.51227990998704	15.6133724750241	7.77031229942136e-05	0.000131171223922479
LLPH-AS1	0.633285863154248	4.54476389090619	15.608823236566	7.78902882895431e-05	0.000131449600557231
RP4-676L2.1	0.790231990196464	4.1650149349078	15.5944811939632	7.84833243556277e-05	0.000132412580091423
AC005775.2	0.505503461418893	3.51743801139308	15.5838711430063	7.89249659207161e-05	0.000133119658315289
CTA-276F8.1	0.424625998508068	6.75679140606984	15.5783487730314	7.91558220915103e-05	0.000133470910751105
RP11-575F12.3	-0.701300286676535	6.25194668551989	15.5586105129619	7.99865244463862e-05	0.000134833122139854
RP13-580F15.2	0.643796350677696	7.11638537064293	15.5544412142208	8.01631120416114e-05	0.000135092230766471
AC006116.24	-0.422912502826001	4.14207565716355	15.5382864097994	8.08510490850746e-05	0.000136212680412943
RP11-1134I14.8	0.754729055680842	5.4105302813672	15.5376885229398	8.08766231983575e-05	0.000136216902449031
RP11-94C24.8	0.604172673191781	3.65503628273714	15.5293261029162	8.12351729167375e-05	0.000136781778178881
RP11-96L14.7	0.493310225604642	4.24661524016603	15.5233097128132	8.14941223160416e-05	0.000137178675107248
RP11-530C5.1	0.45922018806621	4.64814893109882	15.5222197633725	8.15411232353239e-05	0.000137218675606893
RP11-617F23.2	0.764285381018419	3.66944166850055	15.5114507801684	8.20069729371477e-05	0.000137963297776028
AC005618.6	0.606585036661781	6.34931834360445	15.4925713006819	8.28301418775682e-05	0.000139308455649969
LINC00173	0.644274983291218	7.58017433813678	15.4758331984128	8.35668942031649e-05	0.000140507548482258
RP11-386I14.4	-0.507352461195288	3.97433489434541	15.4679886615768	8.39144487235186e-05	0.000141051756251744
RP11-536K7.3	0.341990615975715	7.72374779207885	15.4646476020048	8.40629166226748e-05	0.000141261104910898
KB-1125A3.11	0.458524331464351	3.97487479863863	15.4472774351386	8.48390707476715e-05	0.00014252481159744
MAP3K14-AS1	0.322229283464491	7.91293729566279	15.4459618937306	8.48981461963119e-05	0.000142583490696593
RP11-713M15.2	0.585154204768431	5.81982486911943	15.4429775215563	8.50323153277488e-05	0.000142768217802205
RP11-574F21.2	0.309661514648842	5.42951939093054	15.4366889847456	8.53157293822156e-05	0.000143203349062531
CTD-2012K14.6	0.47479669222727	4.44024571168169	15.4154649366321	8.6279298377907e-05	0.000144779555817431
RP11-307L14.1	-0.315518453660054	4.93267521109834	15.4009889613394	8.69427796655259e-05	0.000145851452819583
CTC-367J11.1	-0.514021898351101	4.20427487171961	15.3861851019656	8.76265988513599e-05	0.000146956849252281
CTD-2524L6.3	-0.364823968531144	4.42332589066326	15.3758462918049	8.81073757039919e-05	0.000147721196346415
CTC-344H19.4	0.56119151831384	3.0860934499957	15.3698843551515	8.8385824218355e-05	0.000148145981268631
RP3-522J7.7	0.437846738737645	4.47321033145942	15.3677516339694	8.84856465049196e-05	0.000148271209594651
RP13-317D12.3	0.426244704964641	4.3159132423815	15.3615742869013	8.87754186105054e-05	0.000148714566495045
CTD-2196E14.6	0.260875306181017	5.92666975134076	15.3321027587037	9.01710929989691e-05	0.000151009728916311
RP11-1020A11.2	-0.231281697025587	8.30429141817643	15.3286760624123	9.03347962802698e-05	0.000151240990086474
RP11-702H23.4	0.498113517756615	3.68709950956623	15.3275482889405	9.03887386900728e-05	0.000151288407586417
MALAT1	0.538803341453733	14.6015483358181	15.304972446429	9.14754060391484e-05	0.00015306383470138
RP11-121A8.1	0.441445147034024	5.61909739512158	15.3025781596543	9.15914211043978e-05	0.000153214544368688
RP11-286N22.16	0.605792999606891	5.9157147321337	15.2810308761655	9.2642178521642e-05	0.000154928367083063
RP11-20F24.2	1.09529628520809	9.97561930056305	15.2768904465149	9.28454724958247e-05	0.0001552243813952
RP11-158I9.8	-0.35333537996503	7.20269704174725	15.2579291258478	9.37822186449931e-05	0.000156746108434386
AC079630.4	-0.536455083040928	5.72033623568129	15.2527727478434	9.40386000265945e-05	0.000157130145205727
RP6-74O6.6	-0.577621946422329	4.49465104568422	15.2512228117469	9.41158025094107e-05	0.000157214657374277
CTD-3220F14.1	0.458950121977468	4.98112618675027	15.2398061610575	9.46864356672662e-05	0.000158123134223758
U62631.5	0.777902884874831	3.53435422740946	15.2197736636078	9.5696138148036e-05	0.000159764120939823
CTD-2083E4.7	0.998001955733466	6.28855574811197	15.2101932986352	9.61828424316405e-05	0.000160531284499389
RP11-334C17.5	0.349227368185052	9.25838931447554	15.1900411687302	9.72147626804362e-05	0.000162165411941209
Z69666.2	0.47827704186923	3.46041716150823	15.1900004303416	9.7216859995238e-05	0.000162165411941209
ZNF571-AS1	0.488268286448086	7.07395853890567	15.1682301343933	9.83441888414776e-05	0.000163999558065215
CTD-2349P21.10	0.341219786765743	4.80628224049553	15.1604913358626	9.87480878328197e-05	0.000164626611703219
RP11-517O13.1	0.426707569105492	3.34199996390336	15.1456131091718	9.95292997179829e-05	0.000165882166196638
RP11-227L6.1	-0.68882475316567	2.71438157308612	15.1445780488873	9.95838785186529e-05	0.000165926298716886
RP11-110H1.4	0.39151531119779	3.98425904122	15.1343194290844	0.000100126447537506	0.00016678326451593
RP1-120G22.11	0.47632068923036	5.44924629262062	15.1324313007754	0.000100226632601302	0.000166903064159811
AC010883.5	-0.331445049078187	4.86949076630817	15.1304248144459	0.000100333208371238	0.000167033435419273
RP11-488P3.1	0.748928520114236	6.10196976602279	15.1249651456999	0.000100623779798996	0.000167469960460279
AC090616.2	0.642316607573049	6.56749649316146	15.1243813171307	0.000100654902074858	0.000167474555297841
RP11-10K16.1	0.362463928163888	7.01151052021187	15.1212367461051	0.000100822697082359	0.000167706486273614
CTB-174D11.1	-0.830174021136521	2.69473502789665	15.1176743928077	0.000101013125159435	0.000167930488227585
RP11-832A4.7	-0.689066635673711	5.15816189676254	15.1176535351958	0.000101014241182791	0.000167930488227585
RP11-283G6.5	1.01602945585562	5.06496891079017	15.1023293409423	0.000101837552093115	0.00016925154661127
DACT3-AS1	0.354588802943147	3.61093834668588	15.0888666675883	0.000102566421456035	0.000170414946172732
RP11-165A20.3	-0.516484640542413	4.22891427131299	15.0729274451796	0.000103436162046242	0.000171811684073997
RP11-382A20.7	-0.417590295591409	3.78149257121247	15.0657638899313	0.000103829462922837	0.000172416473160673
AC008440.10	-0.513140971082768	3.80560565677144	15.0493303599349	0.000104737409715177	0.000173875289392218
RP11-253M7.1	0.347925834921164	6.97719908984846	15.0337930309436	0.00010560318980232	0.000175263304042354
ID2-AS1	-0.397068722744157	5.20329140577246	14.9802480952403	0.000108642415759646	0.000180226458445472
FAM222A-AS1	-0.537038562753373	5.58848925954805	14.980034190698	0.000108654731933257	0.000180226458445472
RP11-445N20.3	0.67891766273893	3.02296172112392	14.9589537879569	0.000109875416340849	0.000182200037487423
RP11-598F7.3	0.807153482080036	4.10514543054576	14.9454207015474	0.000110666330410294	0.00018346004521976
RP11-900F13.3	0.497890316063535	4.60282792598236	14.933771822705	0.000111351713458485	0.000184544447929372
USP12-AS2	0.658162529612068	3.03435327927741	14.9232715054982	0.000111973179445998	0.000185522341366054
RP11-484K9.4	0.47061709463648	3.52604824943766	14.9147483652159	0.000112480191439388	0.000186310106717977
RP11-516C1.1	-0.407123981393178	3.23513314114983	14.9099175707952	0.000112768583955945	0.000186735414542864
AC009303.2	0.363526171093428	6.24962119164784	14.8857912667652	0.000114220073923292	0.000189085936786387
RP11-834C11.10	0.56256154605783	3.61050962907445	14.8796382415101	0.000114593253127578	0.000189650549248416
RP11-13N13.6	0.633153024957477	3.10856624254528	14.8530999314351	0.000116216907185946	0.000192283787316619
RP11-154H23.4	-0.473503521623047	3.57278697484374	14.8477301753078	0.000116548243339356	0.000192777976727983
BDNF-AS	-0.299492924008058	8.26612136137823	14.8147985104431	0.000118601164011331	0.000196118698820193
ARRDC3-AS1	0.313831529554839	5.91555191033976	14.8125886162341	0.000118740222405913	0.000196293676737659
CASC2	0.32334241931923	8.25685285328846	14.8104536246701	0.000118874723394408	0.000196461024809398
RP11-293A21.1	0.501482095554677	5.28313535104671	14.7946628943071	0.000119874287160861	0.000198057544959397
AC007246.3	-0.267345964225609	9.09714054967254	14.7910296885568	0.000120105466222707	0.000198383993858764
RP11-353N4.6	0.577099368395257	5.40305810260615	14.7844322785716	0.000120526404104985	0.000199023606331078
GLIS2-AS1	-0.460117177058474	4.64959928141555	14.7829218980125	0.000120622980399864	0.000199127397053731
CTD-2132N18.2	-0.371485737725333	6.26991020089083	14.7720946039717	0.000121317580523632	0.000200218086358872
RP11-685N10.1	-0.541168034034203	4.88229585581584	14.7476733553174	0.000122899088830466	0.000202771477939061
AC005387.3	0.546041937751876	3.46979174047101	14.7452495313141	0.000123057182271499	0.000202975603718771
LINC01301	-0.414795213811595	6.83488908662119	14.7443060601122	0.000123118775332256	0.000202977843286783
RP11-367N14.2	0.364865120889021	4.47127740231684	14.7441757045617	0.000123127287832897	0.000202977843286783
RP11-103B5.4	-0.399975486153563	3.88861253976495	14.7315453526423	0.000123954893344776	0.000204285136812978
CTD-2288O8.1	0.775793207880123	3.22371578182289	14.7206769234174	0.00012467153000527	0.000205408868493616
RP3-339A18.6	0.355257618756194	3.80678071094814	14.7200892450296	0.000124710398673326	0.000205415593909621
CTD-2376I20.1	0.817040975298793	3.23139254388574	14.7089686268289	0.000125448213023174	0.00020657325652589
RP11-676J12.9	-0.368228463274427	3.66044299642256	14.7059211106057	0.000125651171152407	0.000206849781336761
RP11-267M23.1	0.321094424496278	8.18466499088718	14.6908305829575	0.000126661049917015	0.000208454152664429
CTC-499B15.6	0.50777668985452	3.20805964266353	14.6642017014242	0.000128463064343141	0.000211360934785803
HCG16	0.446025181247087	4.96535852774346	14.6636449342429	0.000128501015770531	0.000211364484157377
BIRC6-AS2	0.623817362039554	2.90794184255258	14.6587402793859	0.000128835824265813	0.000211856179974834
RP11-248M19.1	0.467024751262357	3.71523787988181	14.6191812389125	0.000131568567942673	0.000216289641899077
CTD-2609K8.3	-0.533107521067362	2.9730844035455	14.6057023134222	0.000132512962492903	0.000217781531734092
CTD-2002H8.2	-0.272447692540653	6.15786176324096	14.5681765262634	0.000135178295465383	0.000222100120958009
RP11-496N12.6	1.09693392268211	4.22031436670499	14.5652109071261	0.000135391220949061	0.000222388083366956
AC124789.1	-0.474750304908104	4.88146479350048	14.5559131596692	0.000136060971871206	0.000223426039738452
AP001596.6	-0.63348155986324	4.93530552735057	14.5218077964696	0.000138546394118628	0.000227444108220878
CTC-378H22.1	0.499107766912034	3.52255044671501	14.5136672483854	0.000139146361913822	0.000228365555058677
MIR646HG	-0.567025811221771	5.62087838849082	14.5096979614598	0.000139439850973523	0.000228783639899598
RP11-635N19.1	-0.319122379827612	6.71423975236568	14.5015100943219	0.000140047232250275	0.00022971636289941
RP11-64K12.8	0.407413754551012	3.6260809382385	14.4878051268313	0.000141069842556578	0.000231329469674145
LINC00893	-0.363818893300021	7.66024648053892	14.480419196957	0.000141624065623052	0.000232173822183266
RP4-622L5.7	0.38759634894283	4.4532771599842	14.4392776973605	0.000144751591733434	0.000237235123282245
RP11-355F16.1	-0.466638225538928	7.5333793868366	14.4229421613702	0.000146012603892009	0.000239235412314738
AC008268.1	0.995491285277164	9.95093711839313	14.4008803991055	0.000147733224991053	0.000241987432336246
CTA-398F10.2	0.65003145171524	6.35767503578489	14.3965240494522	0.000148075387765404	0.00024248063359809
RP4-610C12.3	-0.579976858822526	3.83059352470496	14.3899719080864	0.000148591518900175	0.000243258364043674
CTD-2537I9.13	0.434564713273681	3.97400357270769	14.3806429549923	0.000149329514948865	0.000244398776544636
CTC-444N24.13	0.386864043614831	4.19423281546833	14.3623998440705	0.000150783376691101	0.000246709847426144
RP11-171I2.3	-0.519176076076978	3.30045053052269	14.3476187294079	0.000151971785857549	0.000248585428113248
ZNF667-AS1	-0.449474272411729	10.1361112149969	14.3314719417722	0.000153280778373813	0.000250657157656429
RP11-380G5.2	-0.459869408452533	3.71207363714763	14.3198671269142	0.000154228567903527	0.000252137235180047
CASC21	0.62852548976653	3.80120982576593	14.2971288808728	0.000156102793393792	0.00025513063797131
RP4-803J11.2	0.508259710145265	3.24149144245949	14.2955819091426	0.000156231134464482	0.000255214772449454
AC009473.1	-0.366247383815445	3.7688397812677	14.2954665206832	0.000156240711668887	0.000255214772449454
CTB-133G6.2	-0.374830328034019	3.68360754237153	14.2708329754334	0.000158298883362261	0.000258505228499489
RP11-468N14.13	1.10387111068871	3.73958161588152	14.2394769298674	0.000160958278998476	0.000262775404336743
RP11-588K22.2	-0.395602597153878	10.6945519421829	14.2127141689421	0.000163263669319002	0.000266465441494944
RP11-666A8.9	0.60137388812139	5.04818930637267	14.2054129774097	0.000163898360415245	0.000267427415930374
RP11-400F19.12	0.590779720412849	3.13271116179812	14.1911765243663	0.000165143087960189	0.000269383959780364
RP11-497H17.1	-0.514013478605066	4.57573894817099	14.1865287201665	0.00016555151469719	0.000269975612893373
RP11-480D4.6	0.593489690996906	4.09023698154589	14.1756902977984	0.000166507899887696	0.000271460284052139
AC005152.3	-1.00709667089323	8.04838529140075	14.1650737366419	0.000167450102672733	0.000272921020227019
CTD-2020K17.4	0.450631874351407	6.30854398795232	14.1615089979186	0.000167767670207842	0.000273363160203452
RP11-415J8.5	0.507557429691843	3.3260295694318	14.1443167447089	0.000169307793584643	0.000275796557549605
AC105760.2	-0.249150046676028	6.19838620677082	14.0795890675297	0.000175235092316298	0.000285373199152714
RP5-1057I20.5	0.454432552114957	4.05698202129241	14.0770233012975	0.000175474306340483	0.000285683975445424
FLJ37035	0.303289312810876	6.90215791826444	14.0449593445633	0.00017849161071102	0.000290516251722319
MMP24-AS1	0.318845873212021	12.1055192873687	14.0415257219297	0.000178817805953278	0.000290966972762223
RP11-121A14.3	0.666003881439068	2.70637744891099	14.0262207599474	0.000180279101022664	0.00029326393706304
RP11-434H6.7	-0.33101148387805	5.57268471758226	14.0222983725173	0.000180655537233374	0.000293733667211137
AP000688.14	0.639037353956698	4.80932821200461	14.0221754587481	0.000180667346199974	0.000293733667211137
RP11-129I19.2	0.956886452200226	4.59111651018746	14.012009501743	0.000181646739092955	0.00029524469979188
RP11-165F24.5	-0.460974467381638	3.20051706940973	14.0005251831817	0.00018275957843895	0.000296971742069895
CTD-2325M2.1	0.366631216613486	5.38079185502126	13.9860722178196	0.000184169847132826	0.000299181003389089
RP11-599B13.3	1.00623954372209	3.73047149557208	13.9780010768054	0.000184962164988716	0.000300385474218472
RP4-655J12.4	0.563439878738641	4.53350307070099	13.9773615008435	0.000185025096723978	0.00030040505805749
AC010504.2	0.271738682732428	5.38839070760469	13.9632629497285	0.000186417829446901	0.000302583090402406
PSMB8-AS1	0.359252705303902	9.68871971265485	13.9387886666516	0.00018886066004384	0.00030646391798815
RP11-110I1.13	0.358149110716536	3.84852426681951	13.929570004721	0.000189789132671014	0.000307885941874269
EIF2B5-AS1	1.2317386184329	3.41988805270137	13.9243327545159	0.000190318657630192	0.000308660168444462
RP4-782L23.1	-0.502471248343451	3.42718869368246	13.9186284493478	0.000190897098768088	0.000309513280676979
KB-1572G7.2	-0.293362228527714	4.96781084485726	13.8826347450381	0.000194588084275663	0.000315404839145359
RP11-385F5.4	0.34657344074994	5.10855118754694	13.8821562308781	0.000194637634859557	0.000315404839145359
RP3-510L9.1	-0.604015827942467	3.10554489682522	13.8786084327489	0.000195005409340406	0.000315914113074101
RP11-296O14.3	0.254534301489033	6.31752575641061	13.8584536938595	0.000197108029795242	0.000319232834871339
CTB-51J22.1	0.651515418035402	6.81836530069145	13.8470672723074	0.000198305986502594	0.000321084960322956
ZNF790-AS1	0.3465602300756	7.75820007578241	13.8453366696081	0.000198488702920116	0.000321292705795856
RP11-96D1.5	-0.344637011756532	3.7356978715813	13.8148494572681	0.000201735488124082	0.000326458771546371
RP11-542K23.9	0.842656414142774	2.88745177080842	13.8116779076574	0.000202076305226299	0.000326920707496246
EZR-AS1	0.561651467286485	2.71202413972703	13.8006825307207	0.000203262374652334	0.000328749472013703
RP11-418H16.1	0.526317452931014	3.4165714015974	13.7982869417374	0.000203521715502925	0.000329078786978305
RP11-855O10.2	0.672611940069937	5.29661187262891	13.7947290036495	0.000203907504902028	0.000329612323144394
RP11-248J18.2	-0.272169294320648	6.65015325769111	13.7777858254985	0.000205754796684997	0.000332507409530625
CTD-2621I17.3	0.382072972846922	5.73471977671949	13.7745538330159	0.000206109086729858	0.000332988825482848
CH17-264L24.1	-0.289847246293618	7.2513446845444	13.7716566530187	0.000206427197118404	0.000333411542391733
ASAP1-IT2	0.481983082495664	4.34434499281846	13.7702514595608	0.00020658166546648	0.000333569793431656
CTC-205M6.1	0.321324194253121	5.59355517755848	13.7657426014514	0.000207078096349019	0.000334211222658398
RP11-227G15.10	-0.406635325778351	4.69578296603473	13.7656155502953	0.000207092102236592	0.000334211222658398
RP11-613M10.6	-0.315769848290069	7.56581514933397	13.7499830926492	0.000208822699293828	0.00033691203260384
RP11-395G23.3	0.607160630958816	6.86467226968891	13.7448425846137	0.000209394958767995	0.000337743029643543
SEMA3B-AS1	0.558487714833474	6.61545660946424	13.7209313542542	0.000212077680053747	0.000341976706913538
RP11-15L13.4	0.315553535899574	4.84037346834466	13.7162525089168	0.000212606660615819	0.00034273609908174
RP11-366L20.2	0.533362056693996	6.48816664387794	13.708463475301	0.000213490222934967	0.000344066530139459
KLF7-IT1	-0.496350805696071	4.19284228535017	13.6954244439003	0.000214977616405791	0.00034636912002079
RP11-343K8.3	0.825203423749254	2.46492427128759	13.6832655601479	0.000216374016010898	0.000348459694207089
LINC00852	-0.249379995230118	6.1920857574197	13.6830992868627	0.000216393175047823	0.000348459694207089
AC093382.1	0.406518071482206	4.39157742982412	13.6746794933044	0.000217365593906248	0.000349930161400326
CTD-2666L21.1	0.440999052396357	6.10557162276355	13.6596271656017	0.000219115002483379	0.000352650337875267
RP11-399K21.14	-0.493827915006817	5.44590298674723	13.6582060093358	0.000219280902997871	0.00035282118043663
RP11-46H11.11	0.37553068054362	4.88694974613889	13.6333367114066	0.00022220462581715	0.000357413974738267
RP11-255C15.3	0.40699249341679	4.45618147627219	13.6328991905539	0.000222256412402865	0.000357413974738267
CTC-563A5.2	0.529042498394007	3.00087886969835	13.6286017106147	0.00022276572484423	0.00035813547650563
RP11-707P17.2	0.368070493767525	5.46435128087807	13.5993918176916	0.000226258815548245	0.000363652233481869
RP11-27M24.2	0.632240025137193	3.5849332360256	13.5951806598216	0.000226766942663363	0.000364369740524397
CTB-113I20.2	0.386963095966329	5.54742042026998	13.5668307479298	0.000230217761230373	0.000369813895556408
CTC-559E9.6	-0.182076157418742	7.03904662529207	13.5157521394324	0.000236569296938534	0.000379913434436237
AF127577.11	0.774488963927341	3.11843161982533	13.5089928920443	0.000237422924508231	0.000381180633284693
MAGEA8-AS1	0.769013727333852	3.19870506140277	13.5022692840903	0.000238275130762004	0.000382444861959672
RP4-753P9.3	0.524536282413724	3.39630279490147	13.4758499017548	0.000241653705210794	0.000387762263388517
PRKCQ-AS1	-0.586358993907639	7.28002784268886	13.474566153918	0.000241819098473878	0.000387922243001427
CTD-2033C11.1	0.361044189316078	4.70393881270484	13.4653482522199	0.000243010053703283	0.000389726878630604
RP11-489O18.1	-0.496762234650802	3.77982310683999	13.4559196086966	0.000244234352646132	0.000391583994671575
ITGB5-AS1	0.735291783644748	3.03394017357863	13.4447310146727	0.000245695247018356	0.000393819335950975
